partyname,yearIndex,parfamName,culture,environ,equality,parfamCount,pervote,rile,staticRile,avgVote,countryname
Slovenian People's Party,2000,CHR,0.976,5.366000000000001,6.829,1,9.55,3.415,6.13,9.55,Slovenia
Slovenian People's Party,2004,CHR,1.538,3.59,1.538,1,6.816,-0.513,6.13,6.816,Slovenia
Slovenian People's Party,2008,CHR,5.326000000000001,4.927,0.0,1,5.211,-0.133,6.13,5.211,Slovenia
Slovenian People's Party,2011,CHR,2.195,9.024,3.902,1,6.832000000000002,-3.415,6.13,6.832000000000002,Slovenia
Social Democratic Party,2004,SOC,5.654,2.585,3.2310000000000003,1,10.17,-5.654,-14.0,10.17,Slovenia
Social Democratic Party,2008,SOC,2.845,2.188,3.556,1,30.45,-11.488,-14.0,30.45,Slovenia
Social Democratic Party,2011,SOC,3.846,5.385,2.7880000000000003,1,10.52,-1.058,-14.0,10.52,Slovenia
Social Democratic Party,2014,SOC,3.61,4.332,3.971,1,5.976,-7.581,-14.0,5.976,Slovenia
Social Democratic Party,2018,SOC,3.5810000000000004,3.099,4.545,1,9.934,-10.124,-14.0,9.934,Slovenia
Social-Democratic Party of Slovenia,1990,SOC,1.569,5.8820000000000014,4.314,1,7.3889999999999985,-16.078,-14.0,7.3889999999999985,Slovenia
Social-Democratic Party of Slovenia,1992,SOC,0.0,3.5210000000000004,0.7040000000000001,1,3.339,-11.972,-14.0,3.339,Slovenia
Social-Democratic Party of Slovenia,1996,SOC,0.0,0.0,26.829,1,16.131,-4.878,-14.0,16.131,Slovenia
Social-Democratic Party of Slovenia,2000,SOC,6.4289999999999985,1.786,6.0710000000000015,1,15.82,-11.071,-14.0,15.82,Slovenia
The Left,2018,LEF,7.4860000000000015,5.65,10.311,1,9.326,-39.689,-23.66,9.326,Slovenia
United Left,2014,LEF,2.514,1.117,6.704,1,5.9689999999999985,-15.642,-23.66,5.9689999999999985,Slovenia
"Unity, Asssociated List",1992,LEF,12.069,3.448,1.724,1,13.577,6.897,-23.66,13.577,Slovenia
Zoran Janković's List - Positive Slovenia,2011,SOC,0.7190000000000001,4.317,4.317,1,28.512,14.029000000000002,-14.0,28.512,Slovenia
