partyname,yearIndex,parfamName,culture,environ,equality,parfamCount,pervote,rile,staticRile,avgVote,countryname
Rally for the Republic - Gaullists,1978,CON,1.4,0.7000000000000001,5.5,1,22.835,19.1,11.64,22.835,France
Reformers’ Movement,1973,CHR,0.9,1.8,9.0,1,13.3,-11.7,6.13,13.3,France
Republic Onwards!,2017,LIB,1.105,3.039,11.878,1,28.212,0.0,4.61,28.212,France
Republican Party of Liberty - Conservatives,1946,CON,1.918,0.0,1.644,1,12.839,25.479,11.64,12.839,France
Socialist Party,1973,SOC,0.0,1.2,6.9,1,19.103,-41.5,-14.0,19.103,France
Socialist Party,1978,SOC,1.6,1.6,6.4,1,22.789,-39.2,-14.0,22.789,France
Socialist Party,1981,SOC,7.8,0.0,5.2,1,36.57,-27.8,-14.0,36.57,France
Socialist Party,1986,SOC,1.2,1.2,12.2,1,31.299,-8.6,-14.0,31.299,France
Socialist Party,1988,SOC,2.5,1.7,12.7,1,36.557,-13.6,-14.0,36.557,France
Socialist Party,1993,SOC,1.6,3.2,6.4,1,19.04,-23.2,-14.0,19.04,France
Socialist Party,1997,SOC,2.797,4.1960000000000015,11.888,1,25.484,-13.287,-14.0,25.484,France
Socialist Party,2002,SOC,2.299,0.5750000000000001,12.644,1,25.29,-16.092,-14.0,25.29,France
Socialist Party,2007,SOC,5.316,3.322,6.645,1,24.733,-21.262,-14.0,24.733,France
Socialist Party,2012,SOC,5.607,3.2710000000000004,6.542000000000002,1,29.354,-32.71,-14.0,29.354,France
Socialist Party,2017,SOC,3.947,3.947,9.211,1,7.441,-28.947,-14.0,7.441,France
The Greens,1993,ECO,3.077,15.385,6.154,1,7.84,-26.154,-13.65,7.84,France
The Greens,1997,ECO,0.0,25.0,12.5,1,3.592,-27.083,-13.65,3.592,France
The Greens,2002,ECO,0.0,20.677,11.278,1,4.44,-12.782,-13.65,4.44,France
The Greens,2007,ECO,4.5939999999999985,13.783,7.962999999999999,1,3.2510000000000003,-30.168000000000006,-13.65,3.2510000000000003,France
The Republicans,2017,CON,0.778,4.28,7.393,1,15.774,13.619000000000002,11.64,15.774,France
Union for French Democracy,1978,CON,5.455,5.455,0.0,1,22.017,10.909,11.64,22.017,France
Union for French Democracy,1981,CON,5.455,5.455,0.0,1,18.945,10.909,11.64,18.945,France
Union for French Democracy,1986,CON,5.455,5.455,0.0,1,15.829,10.909,11.64,15.829,France
Union for French Democracy,1988,CON,5.455,5.455,0.0,1,18.574,10.909,11.64,18.574,France
Union for French Democracy,1993,CON,5.455,5.455,0.0,1,19.62,10.909,11.64,19.62,France
Union for French Democracy,1997,CON,1.639,3.279,8.197000000000001,1,14.689,3.279,11.64,14.689,France
Union for French Democracy,2002,CON,8.646,4.899,1.4409999999999998,1,4.79,7.205,11.64,4.79,France
Union for a New Majority - Conservatives/Gaullists,1981,CON,1.8,0.9,6.3,1,2.72,15.4,11.64,2.72,France
Union for a New Majority - Conservatives/Gaullists,1986,CON,1.8,0.9,6.3,1,1.92,15.4,11.64,1.92,France
Union for a New Majority - Conservatives/Gaullists,1988,CON,1.8,0.9,6.3,1,2.73,15.4,11.64,2.73,France
Union for a New Majority - Gaullists/Conservatives,1981,CON,1.8,0.9,6.3,1,21.242,15.4,11.64,21.242,France
Union for a New Majority - Gaullists/Conservatives,1986,CON,2.5,1.3,2.5,1,26.843000000000004,40.5,11.64,26.843000000000004,France
Union for a New Majority - Gaullists/Conservatives,1988,CON,0.0,0.0,6.4,1,19.076,23.5,11.64,19.076,France
Union for a Popular Movement,2007,CON,5.573,6.099,3.891,1,39.54,-11.987,11.64,39.54,France
Union for a Popular Movement,2012,CON,3.178,0.847,2.754,1,27.116,-2.331,11.64,27.116,France
Union for the Defence of Traders and Artisans - Poujadists,1956,CON,0.0,0.0,1.37,1,11.558,21.461,11.64,11.558,France
Union for the Defence of the Republic - Gaullists,1968,CON,0.0,0.0,7.8,1,38.029,31.3,11.64,38.029,France
Union for the New Republic - Gaullists,1958,CON,0.8,0.0,4.5,1,20.638,15.7,11.64,20.638,France
Union for the New Republic - Gaullists,1962,CON,0.8,0.3,3.7,1,33.696,9.6,11.64,33.696,France
Union for the Presidential Majority,2002,CON,0.469,3.286,3.286,1,33.37,-8.92,11.64,33.37,France
Union of Democrats and Independents,2017,LIB,0.778,4.28,7.393,1,3.034,13.619000000000002,4.61,3.034,France
Union of Democrats for the Republic - Gaullists,1973,CON,3.1,2.4,5.5,1,25.966,9.6,11.64,25.966,France
