partyname,yearIndex,parfamName,culture,environ,equality,parfamCount,pervote,rile,staticRile,avgVote,countryname
Czech Social Democratic Party,1996,SOC,3.314,6.627999999999999,3.314,1,26.443,0.195,-14.0,26.443,Czech Republic
Czech Social Democratic Party,1998,SOC,4.862,2.76,2.102,1,32.309,0.263,-14.0,32.309,Czech Republic
Czech Social Democratic Party,2002,SOC,2.655,2.655,5.31,1,30.207,-10.177,-14.0,30.207,Czech Republic
Czech Social Democratic Party,2006,SOC,4.023,6.194,6.769,1,32.32,-12.58,-14.0,32.32,Czech Republic
Czech Social Democratic Party,2010,SOC,1.823,4.348,4.769,1,22.09,-10.659,-14.0,22.09,Czech Republic
Czech Social Democratic Party,2013,SOC,4.651,16.047,3.256,1,20.459,-26.279,-14.0,20.459,Czech Republic
Czech Social Democratic Party,2017,SOC,3.966,1.897,8.276,1,7.278,-36.552,-14.0,7.278,Czech Republic
Czechoslovak People’s Party,1990,CON,1.2819999999999998,6.41,3.846,1,0.0,37.179,11.64,0.0,Czech Republic
Czechoslovak Social Democratic Party,1992,SOC,0.268,4.021,12.601,1,6.518,4.558,-14.0,6.518,Czech Republic
Freedom Union,1998,CON,1.943,5.232,0.897,1,8.604000000000001,6.726,11.64,8.604000000000001,Czech Republic
Freedom and Direct Democracy,2017,NAT,0.0,2.427,0.485,1,10.642,-21.359,10.25,10.642,Czech Republic
Green Party,2006,ECO,2.585,12.431,5.046,1,6.29,-4.738,-13.65,6.29,Czech Republic
Green Party,2010,ECO,2.754,8.413,4.907,1,2.44,-15.473,-13.65,2.44,Czech Republic
Green Party,2013,ECO,2.709,17.607,7.449,1,3.2,-30.248,-13.65,3.2,Czech Republic
Left Bloc,1992,LEF,1.497,5.3889999999999985,5.689,1,14.023,12.874,-23.66,14.023,Czech Republic
Liberal Social Union,1992,LIB,1.3330000000000002,0.667,3.333,1,6.506,2.0,4.61,6.506,Czech Republic
Mayors and Independents,2017,CON,7.3610000000000015,3.633,0.191,1,5.18,-22.658,11.64,5.18,Czech Republic
Movement for an Autonomous Democracy - Society for Moravia-Silesia,1990,ETH,15.625,3.125,0.0,1,10.005,12.5,-9.04,10.005,Czech Republic
Movement for an Autonomous Democracy - Society for Moravia-Silesia,1992,ETH,4.965,9.929,1.418,1,5.86,4.255,-9.04,5.86,Czech Republic
Pensioners for a Life Security,1996,SIP,2.128,2.128,8.511000000000001,1,3.09,-19.149,3.36,3.09,Czech Republic
Pensioners for a Life Security,1998,SIP,2.439,1.22,2.439,1,3.06,26.22,3.36,3.06,Czech Republic
Public Affairs,2010,ETH,2.491,5.2189999999999985,1.186,1,10.88,0.8300000000000001,-9.04,10.88,Czech Republic
Tomio Okamura's Dawn of Direct Democracy,2013,NAT,6.186,0.0,3.4360000000000004,1,6.888,5.497999999999998,10.25,6.888,Czech Republic
"Tradition, Responsibility, Prosperity 09",2010,CHR,1.943,7.175,1.943,1,16.71,7.7730000000000015,6.13,16.71,Czech Republic
"Tradition, Responsibility, Prosperity 09",2013,CHR,6.02,6.355,3.177,1,11.999,-11.371,6.13,11.999,Czech Republic
"Tradition, Responsibility, Prosperity 09",2017,CHR,2.727,1.909,1.273,1,5.312,-6.0,6.13,5.312,Czech Republic
