partyname,yearIndex,parfamName,culture,environ,equality,parfamCount,pervote,rile,staticRile,avgVote,countryname
Danish Social-Liberal Party,1975,LIB,0.0,0.0,0.0,1,7.101,18.3,4.61,7.101,Denmark
Danish Social-Liberal Party,1977,LIB,0.0,0.0,10.6,1,3.648,-12.7,4.61,3.648,Denmark
Danish Social-Liberal Party,1979,LIB,0.0,0.0,11.4,1,5.436,-11.5,4.61,5.436,Denmark
Danish Social-Liberal Party,1981,LIB,1.7,3.8,3.8,1,5.124,-1.2,4.61,5.124,Denmark
Danish Social-Liberal Party,1984,LIB,4.3610000000000015,9.969,7.165,1,5.492000000000001,-7.7879999999999985,4.61,5.492000000000001,Denmark
Danish Social-Liberal Party,1987,LIB,0.0,10.0,0.0,1,6.218,-26.667,4.61,6.218,Denmark
Danish Social-Liberal Party,1988,LIB,2.717,9.238999999999999,9.238999999999999,1,5.5779999999999985,-13.043,4.61,5.5779999999999985,Denmark
Danish Social-Liberal Party,1990,LIB,0.0,1.786,5.357,1,3.5460000000000003,-26.786,4.61,3.5460000000000003,Denmark
Danish Social-Liberal Party,1994,LIB,0.0,3.922,3.922,1,4.589,-7.843,4.61,4.589,Denmark
Danish Social-Liberal Party,1998,LIB,9.697000000000001,10.909,3.636,1,3.85,-5.455,4.61,3.85,Denmark
Danish Social-Liberal Party,2001,LIB,1.887,3.774,5.66,1,5.19,-3.774,4.61,5.19,Denmark
Danish Social-Liberal Party,2005,LIB,0.0,11.364,3.409,1,9.181000000000001,0.0,4.61,9.181000000000001,Denmark
Danish Social-Liberal Party,2007,LIB,0.0,19.231,1.923,1,5.12,-9.615,4.61,5.12,Denmark
Danish Social-Liberal Party,2011,LIB,0.0,0.787,1.575,1,9.479,-0.787,4.61,9.479,Denmark
Danish Social-Liberal Party,2015,LIB,0.0,9.375,15.625,1,4.575,6.25,4.61,4.575,Denmark
Danish Social-Liberal Party,2019,LIB,2.097,10.0,10.161,1,8.628,-19.516,4.61,8.628,Denmark
Danish Union,1945,SIP,0.0,0.0,2.206,1,3.111,-13.970999999999998,3.36,3.111,Denmark
Independents’ Party,1953,LIB,0.0,0.0,0.0,1,2.704,41.667,4.61,2.704,Denmark
Independents’ Party,1957,LIB,0.0,0.0,2.837,1,2.297,9.22,4.61,2.297,Denmark
Independents’ Party,1960,LIB,0.0,0.0,11.905,1,3.3360000000000003,53.57100000000001,4.61,3.3360000000000003,Denmark
Independents’ Party,1964,LIB,1.5630000000000002,0.0,4.688,1,2.499,37.5,4.61,2.499,Denmark
Independents’ Party,1966,LIB,0.901,0.0,0.0,1,1.61,23.423,4.61,1.61,Denmark
Independents’ Party,1968,LIB,1.3159999999999998,0.0,1.3159999999999998,1,0.503,34.211,4.61,0.503,Denmark
Justice Party,1945,SIP,0.0,0.0,3.4,1,1.877,6.8,3.36,1.877,Denmark
Justice Party,1947,SIP,0.0,0.0,0.8,1,4.538,25.5,3.36,4.538,Denmark
Justice Party,1950,SIP,0.0,0.0,1.9,1,8.216000000000001,10.9,3.36,8.216000000000001,Denmark
Justice Party,1953,SIP,0.0,0.0,5.4,2,9.098,21.45,3.36,4.549,Denmark
Justice Party,1957,SIP,0.0,0.0,0.0,1,5.314,15.9,3.36,5.314,Denmark
Justice Party,1960,SIP,0.0,0.0,14.6,1,2.152,-6.3,3.36,2.152,Denmark
Justice Party,1964,SIP,0.0,0.0,3.8,1,1.3019999999999998,15.3,3.36,1.3019999999999998,Denmark
Justice Party,1966,SIP,1.429,2.857,7.143,1,0.7120000000000001,10.0,3.36,0.7120000000000001,Denmark
Justice Party,1968,SIP,0.0,0.0,1.3,1,0.74,9.1,3.36,0.74,Denmark
Justice Party,1971,SIP,0.0,0.0,6.7,1,1.742,26.6,3.36,1.742,Denmark
Justice Party,1973,SIP,0.0,0.0,5.2,1,2.879,10.4,3.36,2.879,Denmark
Justice Party,1975,SIP,0.0,0.0,2.4,1,1.774,-2.4,3.36,1.774,Denmark
Justice Party,1977,SIP,0.0,3.7,3.7,1,3.2880000000000003,7.5,3.36,3.2880000000000003,Denmark
Justice Party,1979,SIP,0.0,1.3,14.9,1,2.625,18.3,3.36,2.625,Denmark
Justice Party,1981,SIP,0.0,0.0,2.9,1,1.446,8.700000000000001,3.36,1.446,Denmark
Justice Party,1984,SIP,0.0,8.333,2.083,1,1.499,-6.25,3.36,1.499,Denmark
Left Socialist Party,1968,LEF,2.3,1.2,16.1,1,2.003,-44.8,-23.66,2.003,Denmark
Left Socialist Party,1971,LEF,0.0,0.0,0.0,1,1.594,-12.1,-23.66,1.594,Denmark
Left Socialist Party,1973,LEF,0.0,0.9,0.9,1,1.469,-7.0,-23.66,1.469,Denmark
Left Socialist Party,1975,LEF,0.0,1.7,6.8,1,2.085,-17.0,-23.66,2.085,Denmark
Left Socialist Party,1977,LEF,0.0,1.1,2.2,1,2.693,-22.2,-23.66,2.693,Denmark
Left Socialist Party,1979,LEF,0.0,3.8,0.0,1,3.66,-26.9,-23.66,3.66,Denmark
Left Socialist Party,1981,LEF,0.0,0.0,4.2,1,2.648,-25.4,-23.66,2.648,Denmark
Left Socialist Party,1984,LEF,0.348,4.181,6.272,1,2.658,-28.223000000000006,-23.66,2.658,Denmark
Liberal Alliance,2011,LIB,0.0,0.0,1.149,1,4.976,51.724,4.61,4.976,Denmark
Liberal Alliance,2015,LIB,0.0,0.0,11.111,1,7.534,28.704,4.61,7.534,Denmark
Liberal Alliance,2019,LIB,2.427,5.34,3.398,1,2.329,15.534,4.61,2.329,Denmark
Liberal Centre,1966,LIB,3.784,0.541,3.784,1,2.476,-1.081,4.61,2.476,Denmark
Liberal Centre,1968,LIB,0.0,0.0,2.326,1,1.31,8.14,4.61,1.31,Denmark
Liberals,1945,LIB,0.0,0.0,1.6,1,23.383000000000006,16.4,4.61,23.383000000000006,Denmark
Liberals,1947,LIB,0.0,0.0,1.6,1,27.584,3.3,4.61,27.584,Denmark
Liberals,1950,LIB,0.0,0.0,2.5,1,21.33,20.0,4.61,21.33,Denmark
Liberals,1953,LIB,0.0,0.0,5.0,2,45.126999999999995,10.35,4.61,22.563499999999998,Denmark
Liberals,1957,LIB,0.0,0.0,1.5,1,25.06,32.3,4.61,25.06,Denmark
Liberals,1960,LIB,0.0,0.0,3.5,1,21.055,22.9,4.61,21.055,Denmark
Liberals,1964,LIB,0.0,0.0,4.4,1,20.817,6.7,4.61,20.817,Denmark
Liberals,1966,LIB,0.0,0.0,7.3,1,19.292,12.7,4.61,19.292,Denmark
Liberals,1968,LIB,0.0,0.0,4.7,1,18.572,8.700000000000001,4.61,18.572,Denmark
Liberals,1971,LIB,0.0,5.600000000000001,1.4,1,15.635,7.0,4.61,15.635,Denmark
Liberals,1973,LIB,1.5,0.0,1.5,1,12.259,37.9,4.61,12.259,Denmark
Liberals,1975,LIB,0.0,4.5,1.5,1,23.325,11.9,4.61,23.325,Denmark
Liberals,1977,LIB,1.0,1.0,6.100000000000001,1,11.967,20.5,4.61,11.967,Denmark
Liberals,1979,LIB,0.0,0.0,8.5,1,12.503,51.1,4.61,12.503,Denmark
Liberals,1981,LIB,1.2,0.0,3.7,1,11.31,23.5,4.61,11.31,Denmark
Liberals,1984,LIB,0.0,0.0,1.517,1,12.068,13.657,4.61,12.068,Denmark
Liberals,1987,LIB,2.113,3.5210000000000004,0.35200000000000004,1,10.536,29.225,4.61,10.536,Denmark
Liberals,1988,LIB,0.0,5.0,2.5,1,11.841,37.5,4.61,11.841,Denmark
Liberals,1990,LIB,1.676,3.911,0.0,1,15.793,10.056,4.61,15.793,Denmark
Liberals,1994,LIB,0.0,0.0,0.478,1,23.295,54.067,4.61,23.295,Denmark
Liberals,1998,LIB,0.0,0.0,0.0,1,24.01,28.571,4.61,24.01,Denmark
Liberals,2001,LIB,0.0,0.0,0.0,1,31.25,36.232,4.61,31.25,Denmark
Liberals,2005,LIB,0.0,12.648,0.0,1,29.031,-2.372,4.61,29.031,Denmark
Liberals,2007,LIB,0.0,6.202000000000001,1.55,1,26.26,-6.977,4.61,26.26,Denmark
Liberals,2011,LIB,0.0,0.0,4.425,1,26.739,-13.717,4.61,26.739,Denmark
Liberals,2015,LIB,0.0,0.0,0.99,1,19.471,17.822,4.61,19.471,Denmark
Liberals,2019,LIB,0.0,8.392000000000001,12.587,1,23.393,-17.483,4.61,23.393,Denmark
New Alliance,2007,LIB,0.0,12.5,0.0,1,2.81,-12.5,4.61,2.81,Denmark
Progress Party,1973,NAT,0.0,8.6,2.5,1,15.894,12.2,10.25,15.894,Denmark
Progress Party,1975,NAT,1.2,3.3,0.8,1,13.583,25.0,10.25,13.583,Denmark
Progress Party,1977,NAT,0.0,0.0,2.4,1,14.609000000000002,8.9,10.25,14.609000000000002,Denmark
Progress Party,1979,NAT,0.0,0.0,5.4,1,11.014,45.9,10.25,11.014,Denmark
Progress Party,1981,NAT,0.0,0.0,0.0,1,8.912000000000003,36.6,10.25,8.912000000000003,Denmark
Progress Party,1984,NAT,0.0,0.0,0.0,1,3.588,44.69300000000001,10.25,3.588,Denmark
Progress Party,1987,NAT,0.0,0.0,0.0,1,4.772,10.345,10.25,4.772,Denmark
Progress Party,1988,NAT,0.0,4.0,0.0,1,8.955,28.0,10.25,8.955,Denmark
Progress Party,1990,NAT,0.0,0.0,0.0,1,6.435,25.641,10.25,6.435,Denmark
Progress Party,1994,NAT,0.0,0.31,0.31,1,6.433,44.892,10.25,6.433,Denmark
Progress Party,1998,NAT,0.0,4.0,2.0,1,2.42,34.0,10.25,2.42,Denmark
Red-Green Unity List,1994,LEF,1.3330000000000002,8.0,2.667,1,3.1460000000000004,-25.333,-23.66,3.1460000000000004,Denmark
Red-Green Unity List,1998,LEF,0.0,10.255999999999998,10.255999999999998,1,2.7,-32.479,-23.66,2.7,Denmark
Red-Green Unity List,2001,LEF,0.0,11.95,5.66,1,2.4,-10.692,-23.66,2.4,Denmark
Red-Green Unity List,2005,LEF,0.0,13.453,9.865,1,3.399,-42.152,-23.66,3.399,Denmark
Red-Green Unity List,2007,LEF,0.66,10.561,5.2810000000000015,1,2.17,-33.003,-23.66,2.17,Denmark
Red-Green Unity List,2011,LEF,0.0,4.667,11.778,1,6.682,-41.778,-23.66,6.682,Denmark
Red-Green Unity List,2015,LEF,0.0,4.464,21.429,1,7.798999999999999,-46.429,-23.66,7.798999999999999,Denmark
Red-Green Unity List,2019,LEF,3.273,9.091000000000001,14.545,1,6.94,-38.182,-23.66,6.94,Denmark
Social Democratic Party,1945,SOC,2.1,0.0,10.4,1,32.782,-23.0,-14.0,32.782,Denmark
Social Democratic Party,1947,SOC,0.0,0.0,6.5,1,40.021,-10.8,-14.0,40.021,Denmark
Social Democratic Party,1950,SOC,0.0,0.0,7.7,1,39.586,-9.2,-14.0,39.586,Denmark
Social Democratic Party,1953,SOC,1.0,0.0,15.399999999999999,2,81.702,-7.05,-14.0,40.851,Denmark
Social Democratic Party,1957,SOC,0.0,0.0,11.4,1,39.398,-28.5,-14.0,39.398,Denmark
Social Democratic Party,1960,SOC,5.2,1.3,9.7,1,42.098,-31.8,-14.0,42.098,Denmark
Social Democratic Party,1964,SOC,5.4,0.0,4.3,1,41.942,-19.7,-14.0,41.942,Denmark
Social Democratic Party,1966,SOC,0.7000000000000001,0.0,6.600000000000001,1,38.257,-4.0,-14.0,38.257,Denmark
Social Democratic Party,1968,SOC,0.0,0.0,1.6,1,34.149,-11.5,-14.0,34.149,Denmark
Social Democratic Party,1971,SOC,0.0,0.0,19.0,1,37.268,-35.7,-14.0,37.268,Denmark
Social Democratic Party,1973,SOC,0.0,1.5,19.7,1,25.65,1.5,-14.0,25.65,Denmark
Social Democratic Party,1975,SOC,0.0,1.7,14.7,1,29.945,-9.5,-14.0,29.945,Denmark
Social Democratic Party,1977,SOC,0.0,0.0,10.6,1,37.033,-12.8,-14.0,37.033,Denmark
Social Democratic Party,1979,SOC,0.0,0.8,9.1,1,38.267,-11.4,-14.0,38.267,Denmark
Social Democratic Party,1981,SOC,0.9,1.9,6.600000000000001,1,32.87,-5.7,-14.0,32.87,Denmark
Social Democratic Party,1984,SOC,2.367,4.142,15.976,1,31.605,-23.669,-14.0,31.605,Denmark
Social Democratic Party,1987,SOC,2.419,0.0,5.645,1,29.32,-29.032,-14.0,29.32,Denmark
Social Democratic Party,1988,SOC,0.0,3.922,5.8820000000000014,1,29.818,-20.261,-14.0,29.818,Denmark
Social Democratic Party,1990,SOC,0.0,6.452000000000001,3.2260000000000004,1,37.384,-35.484,-14.0,37.384,Denmark
Social Democratic Party,1994,SOC,0.0,4.608000000000001,2.3040000000000003,1,34.561,-7.372999999999998,-14.0,34.561,Denmark
Social Democratic Party,1998,SOC,0.0,7.812,3.125,1,35.93,-1.042,-14.0,35.93,Denmark
Social Democratic Party,2001,SOC,2.9330000000000003,8.888999999999998,7.733000000000001,1,29.08,-13.422,-14.0,29.08,Denmark
Social Democratic Party,2005,SOC,0.34600000000000003,8.304,1.038,1,25.835,-36.332,-14.0,25.835,Denmark
Social Democratic Party,2007,SOC,0.0,7.692,11.111,1,25.47,-8.547,-14.0,25.47,Denmark
Social Democratic Party,2011,SOC,0.0,7.101,2.367,1,24.857,-6.509,-14.0,24.857,Denmark
Social Democratic Party,2015,SOC,0.0,4.878,10.279000000000002,1,26.284,-2.091,-14.0,26.284,Denmark
Social Democratic Party,2019,SOC,0.385,16.089000000000002,12.779000000000002,1,25.905,-18.437,-14.0,25.905,Denmark
Socialist People’s Party,1960,LEF,0.0,0.0,4.0,1,6.145,-68.1,-23.66,6.145,Denmark
Socialist People’s Party,1964,LEF,0.0,0.0,7.0,1,5.765,-30.1,-23.66,5.765,Denmark
Socialist People’s Party,1966,LEF,0.0,0.0,9.7,1,10.896,-25.2,-23.66,10.896,Denmark
Socialist People’s Party,1968,LEF,0.0,0.5,4.600000000000001,1,6.115,-30.7,-23.66,6.115,Denmark
Socialist People’s Party,1971,LEF,0.0,3.2,11.4,1,9.111,-28.3,-23.66,9.111,Denmark
Socialist People’s Party,1973,LEF,0.0,1.2,11.5,1,6.011,-18.4,-23.66,6.011,Denmark
Socialist People’s Party,1975,LEF,0.0,3.2,10.8,1,4.95,-22.5,-23.66,4.95,Denmark
Socialist People’s Party,1977,LEF,0.0,1.4,10.3,1,3.875,-28.3,-23.66,3.875,Denmark
Socialist People’s Party,1979,LEF,0.0,3.3,17.8,1,5.9060000000000015,-43.2,-23.66,5.9060000000000015,Denmark
Socialist People’s Party,1981,LEF,3.0,1.5,9.1,1,11.313,-37.3,-23.66,11.313,Denmark
Socialist People’s Party,1984,LEF,0.0,6.215,14.972,1,11.515,-37.853,-23.66,11.515,Denmark
Socialist People’s Party,1987,LEF,1.015,6.091,7.614,1,14.577,-29.949,-23.66,14.577,Denmark
Socialist People’s Party,1988,LEF,2.564,7.692,8.262,1,13.014,-35.328,-23.66,13.014,Denmark
Socialist People’s Party,1990,LEF,0.0,13.497,5.521,1,8.296,-15.337,-23.66,8.296,Denmark
Socialist People’s Party,1994,LEF,0.278,6.954,6.537000000000001,1,7.284,-27.121,-23.66,7.284,Denmark
Socialist People’s Party,1998,LEF,1.024,22.526,3.754,1,7.56,-39.59,-23.66,7.56,Denmark
Socialist People’s Party,2001,LEF,0.0,0.0,4.615,1,6.37,-33.846,-23.66,6.37,Denmark
Socialist People’s Party,2005,LEF,0.0,20.605,5.292999999999998,1,5.989,-40.832,-23.66,5.989,Denmark
Socialist People’s Party,2007,LEF,0.0,15.714,0.0,1,13.04,-37.143,-23.66,13.04,Denmark
Socialist People’s Party,2011,LEF,0.0,7.739,7.536,1,9.196,-45.418,-23.66,9.196,Denmark
Socialist People’s Party,2015,LEF,0.0,17.617,0.0,1,4.194,-64.249,-23.66,4.194,Denmark
Socialist People’s Party,2019,LEF,4.785,13.078,13.397,1,7.71,-29.027,-23.66,7.71,Denmark
The New Right,2019,NAT,0.293,3.666,7.0379999999999985,1,2.356,2.9330000000000003,10.25,2.356,Denmark
