partyname,yearIndex,parfamName,culture,environ,equality,parfamCount,pervote,rile,staticRile,avgVote,countryname
Lithuanian Christian Democratic Party Coalition,1992,CHR,3.626,1.986,0.639,1,12.61,17.701,6.13,12.61,Lithuania
Lithuanian Democratic Labour Party,1992,LEF,3.39,1.695,1.695,1,43.976000000000006,28.814,-23.66,43.976000000000006,Lithuania
Lithuanian Democratic Labour Party,1996,LEF,1.596,0.0,2.394,1,10.011,-0.266,-23.66,10.011,Lithuania
Lithuanian Democratic Party,1992,CON,2.128,2.128,0.0,1,0.0,23.404,11.64,0.0,Lithuania
Lithuanian Democratic Party,1996,CON,5.34,0.971,2.9130000000000003,1,0.0,-11.165,11.64,0.0,Lithuania
Lithuanian Liberal Union,2000,LIB,4.971,1.901,0.585,1,17.252,5.702000000000001,4.61,17.252,Lithuania
Lithuanian National Union,1992,NAT,0.73,5.109,0.73,1,1.986,37.956,10.25,1.986,Lithuania
Lithuanian Peasant and Green Union,2012,AGR,5.405,25.483,3.475,1,4.05,-11.969,1.01,4.05,Lithuania
Lithuanian Peasant and Green Union,2016,AGR,3.681,10.348,9.857000000000001,1,22.452,-9.775,1.01,22.452,Lithuania
Lithuanian Peasants Party,2000,AGR,2.2030000000000003,4.405,2.643,1,4.081,-5.5070000000000014,1.01,4.081,Lithuania
Lithuanian Polish Union,1992,ETH,0.0,2.174,2.174,1,2.14,-1.087,-9.04,2.14,Lithuania
Lithuanian Social Democratic Party,1992,SOC,1.222,2.445,1.4509999999999998,1,6.047999999999999,0.993,-14.0,6.047999999999999,Lithuania
Lithuanian Social Democratic Party,1996,SOC,2.487,1.954,3.02,1,6.944,-9.325,-14.0,6.944,Lithuania
Lithuanian Social Democratic Party,2008,SOC,4.0939999999999985,2.283,6.299,1,11.716,-7.402,-14.0,11.716,Lithuania
Lithuanian Social Democratic Party,2012,SOC,6.667000000000002,6.592000000000001,6.217000000000001,1,19.176,-10.412,-14.0,19.176,Lithuania
Lithuanian Social Democratic Party,2016,SOC,1.255,4.812,8.577,1,15.038,-21.757,-14.0,15.038,Lithuania
Lithuanian Union of Political Prisoners and Deportees,1992,SIP,6.452000000000001,0.0,0.0,1,0.0,19.355,3.36,0.0,Lithuania
National Resurrection Party,2008,CON,4.58,3.053,3.053,1,15.091,11.45,11.64,15.091,Lithuania
New Union (Social Liberals),2000,LIB,3.1830000000000003,5.159,1.6469999999999998,1,19.636,-5.379,4.61,19.636,Lithuania
Order and Justice,2008,NAT,2.825,0.0,3.107,1,12.677,9.04,10.25,12.677,Lithuania
Order and Justice,2012,NAT,0.0,2.273,3.896,1,7.631,2.597,10.25,7.631,Lithuania
Order and Justice,2016,NAT,5.409,0.6930000000000001,6.103,1,5.555,-12.205,10.25,5.555,Lithuania
Sajudis Coalition,1992,LIB,0.0,0.0,0.0,1,21.172,36.508,4.61,21.172,Lithuania
The Way of Courage,2012,SIP,4.052,2.026,4.2360000000000015,1,8.342,-5.525,3.36,8.342,Lithuania
Union of Peasants and New Democracy Party,2004,AGR,5.153,3.064,1.393,1,6.600000000000001,-9.749,1.01,6.600000000000001,Lithuania
Working for Lithuania,2004,SOC,6.752999999999999,6.104,3.117,1,20.646,-14.286,-14.0,20.646,Lithuania
