partyname,yearIndex,parfamName,culture,environ,equality,parfamCount,pervote,rile,staticRile,avgVote,countryname
Law and Justice,2011,CON,3.719,1.526,2.241,1,29.89,17.473,11.64,29.89,Poland
Law and Justice,2015,CON,3.419,0.789,2.688,1,37.575,10.812,11.64,37.575,Poland
League of Polish Families,2001,CHR,0.0,3.947,0.0,1,7.875,19.737,6.13,7.875,Poland
League of Polish Families,2005,CHR,0.595,2.9760000000000004,0.0,1,7.9689999999999985,8.333,6.13,7.9689999999999985,Poland
Left and Democrats,2007,SOC,11.855,8.452,0.988,1,13.152,-0.329,-14.0,13.152,Poland
Liberal-Democratic Congress,1991,LIB,0.0,0.0,0.0,1,7.066,17.188,4.61,7.066,Poland
Modern,2015,LIB,3.916,2.698,1.48,1,7.601,4.352,4.61,7.601,Poland
Movement for the Autonomy of Silesia,1991,ETH,0.0,4.58,0.0,1,0.337,0.763,-9.04,0.337,Poland
Movement for the Reconstruction of Poland,1997,LIB,1.2990000000000002,0.974,0.325,1,5.555,8.117,4.61,5.555,Poland
Movement for the Republic,1991,CHR,0.0,0.0,7.879,1,0.0,27.273000000000003,6.13,0.0,Poland
Non-Party Bloc in Support of Reforms,1993,SIP,0.541,2.162,1.081,1,5.412000000000001,6.4860000000000015,3.36,5.412000000000001,Poland
Palikot's Movement,2011,LIB,2.041,0.0,1.224,1,10.018,6.122000000000001,4.61,10.018,Poland
Party X,1991,NAT,0.0,0.0,16.949,1,0.444,-6.78,10.25,0.444,Poland
Party of Christian Democrats,1991,CHR,0.0,0.0,0.0,1,1.054,26.126,6.13,1.054,Poland
Peasant Accord,1991,AGR,3.636,9.091000000000001,0.0,1,5.162000000000001,12.727,1.01,5.162000000000001,Poland
Polish Beer-Lovers' Party,1991,LIB,0.0,13.3,0.0,1,3.088,18.227,4.61,3.088,Poland
Polish Economic Program (Large Beer),1991,LIB,0.0,0.0,0.0,1,0.0,24.242,4.61,0.0,Poland
Polish Peasants' Party,1991,AGR,1.339,2.232,10.268,1,8.184000000000001,3.571,1.01,8.184000000000001,Poland
Polish Peasants' Party,1993,AGR,2.667,5.332999999999998,4.0,1,15.398,-8.0,1.01,15.398,Poland
Polish Peasants' Party,1997,AGR,0.0,0.0,6.944,1,7.306,30.556,1.01,7.306,Poland
Polish Peasants' Party,2001,AGR,0.87,0.87,4.348,1,8.977,36.522,1.01,8.977,Poland
Polish Peasants' Party,2005,AGR,7.8820000000000014,3.448,6.897,1,6.96,-1.4780000000000002,1.01,6.96,Poland
Polish Peasants' Party,2007,AGR,2.299,9.195,0.5750000000000001,1,8.906000000000002,2.299,1.01,8.906000000000002,Poland
Polish Peasants' Party,2011,AGR,0.0,10.638,2.553,1,8.362,18.298,1.01,8.362,Poland
Polish Peasants' Party,2015,AGR,4.749,1.955,4.749,1,5.131,-7.263,1.01,5.131,Poland
Polish Western Union,1991,NAT,0.0,0.0,0.0,1,0.219,42.105,10.25,0.219,Poland
Self-Defence of the Polish Republic,2001,AGR,1.754,0.0,0.0,1,10.198,-17.544,1.01,10.198,Poland
Self-Defence of the Polish Republic,2005,AGR,0.0,0.209,10.23,1,11.414,-5.6370000000000005,1.01,11.414,Poland
Union of Labour,1993,SOC,0.935,0.935,3.738,1,7.285,-14.953,-14.0,7.285,Poland
Union of Labour,1997,SOC,4.737,0.0,1.579,1,4.742,-13.158,-14.0,4.742,Poland
Union of Real Politics,1991,LIB,0.0,1.307,0.0,1,2.128,51.96100000000001,4.61,2.128,Poland
