partyname,yearIndex,parfamName,culture,environ,equality,parfamCount,pervote,rile,staticRile,avgVote,countryname
Democratic Party of the Left,1994,LEF,0.0,1.2819999999999998,4.487,1,20.354,7.051,-23.66,20.354,Italy
Democratic Party of the Left,1996,LEF,10.28,0.935,5.607,1,21.058000000000003,16.822,-23.66,21.058000000000003,Italy
Democrats of the Left,2001,LEF,5.238,5.004,0.938,1,16.56,-7.584000000000001,-23.66,16.56,Italy
European Democracy,2001,SIP,0.0,3.145,1.887,1,2.4,-8.805,3.36,2.4,Italy
Five Star Movement,2013,SIP,0.0,25.806,0.0,1,25.555,-49.032,3.36,25.555,Italy
Five Star Movement,2018,SIP,0.998,22.84,0.7979999999999999,1,32.165,-7.4289999999999985,3.36,32.165,Italy
Free and Equal,2018,SOC,4.1960000000000015,11.189,10.839,1,3.466,-18.531,-14.0,3.466,Italy
Go Italy,1994,CON,2.358,2.161,3.34,1,21.037,37.917,11.64,21.037,Italy
Go Italy,1996,CON,0.0,3.704,0.0,1,20.574,59.25899999999999,11.64,20.574,Italy
Go Italy,2001,CON,5.636,3.221,0.322,1,29.42,18.68,11.64,29.42,Italy
Go Italy,2006,CON,0.4,0.0,0.4,1,23.709,48.19,11.64,23.709,Italy
Go Italy,2018,CON,2.083,3.125,5.207999999999998,1,13.525,15.625,11.64,13.525,Italy
Green Federation,1987,ECO,1.744,22.093000000000004,1.744,1,2.514,1.744,-13.65,2.514,Italy
Green Federation,1992,ECO,0.0,34.783,8.696,1,2.787,9.783,-13.65,2.787,Italy
Green Federation,1994,ECO,3.2260000000000004,44.24,0.0,1,2.701,-11.521,-13.65,2.701,Italy
Green Federation,1996,ECO,3.2260000000000004,44.24,0.0,1,2.5,-11.521,-13.65,2.5,Italy
Green Federation,2006,ECO,5.36,4.73,1.65,1,2.0540000000000003,-17.71,-13.65,2.0540000000000003,Italy
House of Freedom,2001,CON,5.609,3.205,0.321,1,0.0,19.551,11.64,0.0,Italy
House of Freedom,2006,CON,0.4,0.0,0.4,1,0.0,48.19,11.64,0.0,Italy
Italian Communist Party,1946,LEF,0.0,0.0,1.19,1,18.935,-22.619,-23.66,18.935,Italy
Italian Communist Party,1948,LEF,0.0,0.0,11.429,1,22.176,-11.429,-23.66,22.176,Italy
Italian Communist Party,1953,LEF,0.0,0.0,2.247,1,22.596,-1.124,-23.66,22.596,Italy
Italian Communist Party,1958,LEF,1.34,0.0,1.34,1,22.681,-28.418000000000006,-23.66,22.681,Italy
Italian Communist Party,1963,LEF,1.277,0.0,0.0,1,25.256,-25.957,-23.66,25.256,Italy
Italian Communist Party,1968,LEF,0.0,0.339,0.6779999999999999,1,26.907,-30.169,-23.66,26.907,Italy
Italian Communist Party,1972,LEF,4.057,0.716,0.955,1,27.153,-18.854,-23.66,27.153,Italy
Italian Communist Party,1976,LEF,2.857,0.408,2.245,1,34.372,-7.551,-23.66,34.372,Italy
Italian Communist Party,1979,LEF,7.534,2.397,1.256,1,30.383000000000006,-16.667,-23.66,30.383000000000006,Italy
Italian Communist Party,1983,LEF,1.06,0.9540000000000001,0.212,1,28.983,-6.681,-23.66,28.983,Italy
Italian Communist Party,1987,LEF,1.761,7.394,5.9860000000000015,1,26.572,-22.887,-23.66,26.572,Italy
Italian Democratic Socialist Party,1953,SOC,1.786,0.0,3.571,1,4.515,-25.0,-14.0,4.515,Italy
Italian Democratic Socialist Party,1958,SOC,0.0,0.0,2.778,1,4.552,-24.074,-14.0,4.552,Italy
Italian Democratic Socialist Party,1963,SOC,1.639,0.0,0.0,1,6.101,-29.508000000000006,-14.0,6.101,Italy
Italian Democratic Socialist Party,1972,SOC,0.0,3.053,0.0,1,5.142,-11.45,-14.0,5.142,Italy
Italian Democratic Socialist Party,1976,SOC,0.0,0.231,1.617,1,3.369,-6.928,-14.0,3.369,Italy
Italian Democratic Socialist Party,1979,SOC,2.135,0.35600000000000004,1.423,1,3.836,2.491,-14.0,3.836,Italy
Italian Democratic Socialist Party,1983,SOC,0.0,0.0,0.0,1,4.085,-11.314,-14.0,4.085,Italy
Italian Democratic Socialist Party,1987,SOC,0.0,2.759,6.5520000000000005,1,2.9560000000000004,18.276,-14.0,2.9560000000000004,Italy
Italian Democratic Socialist Party,1992,SOC,3.876,3.1010000000000004,8.527000000000001,1,2.7110000000000003,2.326,-14.0,2.7110000000000003,Italy
Italian Liberal Party,1946,LIB,0.0,0.0,3.125,1,6.778,-9.375,4.61,6.778,Italy
Italian Liberal Party,1948,LIB,0.0,0.0,0.0,1,3.825,45.0,4.61,3.825,Italy
Italian Liberal Party,1953,LIB,0.459,0.0,0.917,1,3.013,-0.459,4.61,3.013,Italy
Italian Liberal Party,1958,LIB,0.0,0.0,0.0,1,3.544,19.149,4.61,3.544,Italy
Italian Liberal Party,1963,LIB,0.0,0.0,0.0,1,6.97,2.885,4.61,6.97,Italy
Italian Liberal Party,1968,LIB,5.233000000000001,0.0,0.581,1,5.82,-12.209,4.61,5.82,Italy
Italian Liberal Party,1972,LIB,0.0,0.0,2.927,1,3.882,-6.829,4.61,3.882,Italy
Italian Liberal Party,1976,LIB,1.856,0.0,1.392,1,1.3019999999999998,-0.464,4.61,1.3019999999999998,Italy
Italian Liberal Party,1979,LIB,0.0,0.0,2.959,1,1.948,-5.03,4.61,1.948,Italy
Italian Liberal Party,1983,LIB,0.0,3.254,0.888,1,2.8960000000000004,3.55,4.61,2.8960000000000004,Italy
Italian Liberal Party,1987,LIB,0.524,4.188,1.571,1,2.102,30.366,4.61,2.102,Italy
Italian Liberal Party,1992,LIB,2.64,1.98,0.66,1,2.855,10.561,4.61,2.855,Italy
Italian Popular Party,1994,CHR,0.0,0.0,0.0,1,0.0,47.345,6.13,0.0,Italy
Italian Popular Party,1996,CHR,0.0,0.0,1.639,1,6.81,18.033,6.13,6.81,Italy
Italian Renewal,1996,SOC,0.0,2.9410000000000003,0.0,1,4.339,35.29400000000001,-14.0,4.339,Italy
Italian Republican Party,1946,LIB,0.0,0.0,1.587,1,4.783,-5.556,4.61,4.783,Italy
Italian Republican Party,1948,LIB,0.0,0.0,5.1720000000000015,1,2.484,-22.414,4.61,2.484,Italy
Italian Republican Party,1953,LIB,0.0,0.0,3.902,1,1.617,-20.856,4.61,1.617,Italy
Italian Republican Party,1958,LIB,0.0,0.0,2.632,1,1.3730000000000002,-19.298,4.61,1.3730000000000002,Italy
Italian Republican Party,1963,LIB,0.0,0.0,2.407,1,1.367,-21.444000000000006,4.61,1.367,Italy
Italian Republican Party,1968,LIB,0.0,0.0,0.0,1,1.97,1.538,4.61,1.97,Italy
Italian Republican Party,1972,LIB,0.0,0.0,0.0,1,2.857,-3.96,4.61,2.857,Italy
Italian Republican Party,1976,LIB,0.0,0.465,0.0,1,3.091,3.721,4.61,3.091,Italy
Italian Republican Party,1979,LIB,0.0,0.0,0.0,1,3.024,-2.778,4.61,3.024,Italy
Italian Republican Party,1983,LIB,0.984,3.15,0.984,1,5.08,-0.197,4.61,5.08,Italy
Italian Republican Party,1987,LIB,0.0,0.847,0.0,1,3.703,45.76300000000001,4.61,3.703,Italy
Italian Republican Party,1992,LIB,0.0,5.102,2.041,1,4.391,36.735,4.61,4.391,Italy
Italian Social Movement,1948,NAT,0.0,0.0,1.724,1,2.005,1.724,10.25,2.005,Italy
Italian Social Movement,1953,NAT,0.0,0.0,5.0310000000000015,1,5.832999999999998,-3.145,10.25,5.832999999999998,Italy
Italian Social Movement,1958,NAT,0.0,0.0,1.274,1,4.762,17.834,10.25,4.762,Italy
Italian Social Movement,1963,NAT,0.0,0.0,0.0,1,5.104,4.012,10.25,5.104,Italy
Italian Social Movement,1968,NAT,0.0,0.0,0.0,1,4.449,0.0,10.25,4.449,Italy
Italian Social Movement-National Right,1972,NAT,0.0,0.0,4.673,1,8.666,-4.673,10.25,8.666,Italy
Italian Social Movement-National Right,1976,NAT,0.769,0.0,0.0,1,6.112,5.385,10.25,6.112,Italy
Italian Social Movement-National Right,1979,NAT,0.0,0.0,0.775,1,5.261,4.651,10.25,5.261,Italy
Italian Social Movement-National Right,1983,NAT,1.336,3.673,0.334,1,6.801,0.6679999999999999,10.25,6.801,Italy
Italian Social Movement-National Right,1987,NAT,0.0,0.0,0.0,1,5.917000000000002,53.659,10.25,5.917000000000002,Italy
Italian Social Movement-National Right,1992,NAT,0.0,0.0,0.0,1,5.365,26.531,10.25,5.365,Italy
Italian Socialist Party,1946,SOC,0.0,0.0,1.515,1,20.705,-31.818,-14.0,20.705,Italy
Italian Socialist Party,1948,SOC,0.0,0.0,6.897,1,8.800000000000002,-13.793,-14.0,8.800000000000002,Italy
Italian Socialist Party,1953,SOC,0.0,0.0,0.0,1,12.702,-7.3679999999999986,-14.0,12.702,Italy
Italian Socialist Party,1958,SOC,1.111,0.0,0.556,1,14.231,-28.056,-14.0,14.231,Italy
Italian Socialist Party,1963,SOC,4.806,0.134,0.0,1,13.841,-31.242,-14.0,13.841,Italy
Italian Socialist Party,1972,SOC,0.0,0.4370000000000001,0.4370000000000001,1,9.605,-40.175,-14.0,9.605,Italy
Italian Socialist Party,1976,SOC,1.98,2.475,0.495,1,9.645,-10.396,-14.0,9.645,Italy
Italian Socialist Party,1979,SOC,2.046,0.8190000000000001,0.136,1,9.805,-11.187,-14.0,9.805,Italy
Italian Socialist Party,1983,SOC,0.0,0.314,1.884,1,11.441,-6.75,-14.0,11.441,Italy
Italian Socialist Party,1987,SOC,3.534,2.827,6.36,1,14.264,4.24,-14.0,14.264,Italy
Italian Socialist Party,1992,SOC,4.862,1.84,4.993,1,13.61,8.016,-14.0,13.61,Italy
Italian Socialist Party,1994,SOC,4.862,1.84,4.993,1,2.181,8.016,-14.0,2.181,Italy
Italy Europe Together,2018,LEF,2.613,17.815,5.938,1,0.56,-13.777,-23.66,0.56,Italy
Italy in the World,2006,SIP,0.4,0.0,0.4,1,0.0,48.19,3.36,0.0,Italy
Labour and Freedom List,2013,CON,0.0,0.379,1.136,1,0.227,-10.227,11.64,0.227,Italy
League,2018,NAT,5.267,10.611,1.527,1,17.488,4.6560000000000015,10.25,17.488,Italy
Left Ecology Freedom,2013,LEF,14.405,13.903,7.035,1,3.204,-19.43,-23.66,3.204,Italy
List Di Pietro - Italy of Values,2001,SIP,2.877,10.288,0.349,1,3.9,-11.16,3.36,3.9,Italy
List Di Pietro - Italy of Values,2006,SIP,5.36,4.73,1.65,1,2.299,-17.71,3.36,2.299,Italy
List Di Pietro - Italy of Values,2008,SIP,0.0,0.0,0.0,1,4.364,9.302,3.36,4.364,Italy
More Europe,2018,LIB,2.074,5.3,3.2260000000000004,1,2.662,-2.074,4.61,2.662,Italy
National Alliance,1994,NAT,1.018,0.0,0.254,1,13.48,6.616000000000001,10.25,13.48,Italy
National Alliance,1996,NAT,6.024,0.0,1.205,1,15.667,6.627000000000002,10.25,15.667,Italy
National Alliance,2001,NAT,5.636,3.221,0.322,1,12.01,18.68,10.25,12.01,Italy
National Alliance,2006,NAT,0.4,0.0,0.4,1,12.336,48.19,10.25,12.336,Italy
New Italian Socialist Party,2001,CON,5.636,3.221,0.322,1,0.95,18.68,11.64,0.95,Italy
New Italian Socialist Party,2006,CON,0.4,0.0,0.4,1,0.748,48.19,11.64,0.748,Italy
Northern League,1992,NAT,2.492,2.824,2.824,1,8.658999999999999,8.638,10.25,8.658999999999999,Italy
Northern League,1994,NAT,2.492,2.824,2.824,1,8.620000000000001,8.638,10.25,8.620000000000001,Italy
Northern League,1996,NAT,7.249000000000001,7.9929999999999986,1.487,1,10.074,17.472,10.25,10.074,Italy
Northern League,2001,NAT,5.636,3.221,0.322,1,3.94,18.68,10.25,3.94,Italy
Northern League,2006,NAT,0.4,0.0,0.4,1,4.581,48.19,10.25,4.581,Italy
Northern League,2008,NAT,0.0,0.0,0.0,1,8.073,-3.75,10.25,8.073,Italy
Northern League,2013,NAT,3.333,6.19,0.9520000000000001,1,3.861,3.81,10.25,3.861,Italy
Olive Tree,2001,SOC,5.238,5.004,0.938,1,0.0,-7.584000000000001,-14.0,0.0,Italy
Olive Tree,2006,SOC,5.36,4.73,1.65,1,31.265,-17.71,-14.0,31.265,Italy
Pact for Italy,1994,CHR,0.0,0.0,4.011,1,15.713,10.888,6.13,15.713,Italy
Pannella List,1992,SOC,0.0,0.0,0.0,1,1.238,33.333,-14.0,1.238,Italy
Pannella-Riformatori List,1994,SOC,0.0,0.0,0.0,1,3.513,33.333,-14.0,3.513,Italy
Pannella-Sgarbi List,1996,SOC,0.0,0.0,0.0,1,1.869,33.333,-14.0,1.869,Italy
Party of Italian Communists,2001,LEF,5.238,5.004,0.938,1,1.67,-7.584000000000001,-23.66,1.67,Italy
Party of Italian Communists,2006,LEF,5.36,4.73,1.65,1,2.319,-17.71,-23.66,2.319,Italy
People of Freedom,2008,CON,2.778,3.175,0.0,1,37.217,13.889,11.64,37.217,Italy
People of Freedom,2013,CON,3.333,6.19,0.9520000000000001,1,21.566,3.81,11.64,21.566,Italy
Popular Civic List,2018,CHR,0.45,7.657999999999999,3.604,1,0.618,-5.856,6.13,0.618,Italy
Popular Democratic Union for Europe,2006,SIP,5.36,4.73,1.65,1,1.401,-17.71,3.36,1.401,Italy
Proletarian Democracy,1983,LEF,0.0,5.556,0.556,1,1.47,-21.111,-23.66,1.47,Italy
Proletarian Democracy,1987,LEF,0.0,5.556,0.556,1,1.664,-21.111,-23.66,1.664,Italy
Proletarian Unity Party for Communism (The Manifesto + Proletarian Unity Party),1976,LEF,0.0,4.773,0.227,1,0.76,-14.318,-23.66,0.76,Italy
Proletarian Unity Party for Communism (The Manifesto + Proletarian Unity Party),1979,LEF,0.0,4.773,0.227,1,1.372,-14.318,-23.66,1.372,Italy
Proletarian Unity Party for Communism (The Manifesto + Proletarian Unity Party),1983,LEF,0.0,4.773,0.227,1,0.906,-14.318,-23.66,0.906,Italy
Radical Party,1976,SOC,0.0,0.0,2.128,1,1.075,31.915,-14.0,1.075,Italy
Radical Party,1979,SOC,0.0,0.0,1.064,1,3.451,32.624,-14.0,3.451,Italy
Radical Party,1983,SOC,0.0,0.0,1.064,1,2.199,32.624,-14.0,2.199,Italy
Radical Party,1987,SOC,0.0,0.0,1.064,1,2.5610000000000004,32.624,-14.0,2.5610000000000004,Italy
Rose in the Fist,2006,LEF,5.36,4.73,1.65,1,2.597,-17.71,-23.66,2.597,Italy
Socialist Party of Italian Workers,1948,SOC,0.0,0.0,0.0,1,7.074,-36.434,-14.0,7.074,Italy
South Tyrolean People’s Party,2006,ETH,5.36,4.73,1.65,1,0.478,-17.71,-9.04,0.478,Italy
South Tyrolean People’s Party,2013,ETH,1.69,4.916,5.069,1,0.4320000000000001,6.759,-9.04,0.4320000000000001,Italy
The Girasole (‘Sunflower'),2001,ECO,5.238,5.004,0.938,1,2.17,-7.584000000000001,-13.65,2.17,Italy
The Network/Movement for Democracy,1992,SIP,2.857,14.286,11.429,1,1.858,0.0,3.36,1.858,Italy
The Network/Movement for Democracy,1994,SIP,2.857,14.286,11.429,1,1.861,0.0,3.36,1.861,Italy
The Union – Prodi,2006,DIV,5.36,4.73,1.65,1,0.0,-17.71,-10.52,0.0,Italy
Unified Italian Socialist Party-Italian Democratic Socialist Party,1968,SOC,0.0,0.0,0.0,1,14.482,-18.699,-14.0,14.482,Italy
Union for Christian and Center Democrats,2006,CHR,0.4,0.0,0.4,1,6.7620000000000005,48.19,6.13,6.7620000000000005,Italy
Union of the Center,2008,CHR,0.0,0.0,0.0,1,5.69,-11.489,6.13,5.69,Italy
Union of the Center,2013,CHR,0.0,1.671,5.728,1,1.789,33.652,6.13,1.789,Italy
Us with Italy,2018,CHR,3.933,2.247,0.0,1,1.2919999999999998,11.798,6.13,1.2919999999999998,Italy
White Flower,2001,CHR,5.636,3.221,0.322,1,3.22,18.68,6.13,3.22,Italy
