partyname,yearIndex,parfamName,culture,environ,equality,parfamCount,pervote,rile,staticRile,avgVote,countryname
Labour Party,1989,SOC,3.4,10.0,5.7,1,31.881,-20.6,-14.0,31.881,Netherlands
Labour Party,1994,SOC,1.668,7.287000000000001,3.117,1,23.973000000000006,4.258,-14.0,23.973000000000006,Netherlands
Labour Party,1998,SOC,3.941,9.36,6.847,1,28.98,-22.069000000000006,-14.0,28.98,Netherlands
Labour Party,2002,SOC,3.439,5.08,2.735,1,15.11,-7.581,-14.0,15.11,Netherlands
Labour Party,2003,SOC,2.256,5.5139999999999985,4.261,1,27.28,-2.757,-14.0,27.28,Netherlands
Labour Party,2006,SOC,5.732,2.734,7.055,1,21.193,0.838,-14.0,21.193,Netherlands
Labour Party,2010,SOC,1.4269999999999998,1.962,11.653,1,19.63,0.654,-14.0,19.63,Netherlands
Labour Party,2012,SOC,2.029,2.935,8.187999999999999,1,24.838,-6.558,-14.0,24.838,Netherlands
Labour Party,2017,SOC,4.292,7.808,7.945,1,5.7029999999999985,-13.836,-14.0,5.7029999999999985,Netherlands
List Pim Fortuyn,2002,NAT,2.362,0.787,5.5120000000000005,1,17.0,14.961,10.25,17.0,Netherlands
List Pim Fortuyn,2003,NAT,3.235,2.353,1.3730000000000002,1,5.71,3.235,10.25,5.71,Netherlands
Livable Netherlands,2002,LIB,5.069,3.687,3.2260000000000004,1,1.61,10.138,4.61,1.61,Netherlands
Livable Netherlands,2003,LIB,3.959,3.045,2.801,1,0.403,-13.764,4.61,0.403,Netherlands
Pacifist Socialist Party,1986,LEF,2.145,10.286,11.771,1,1.2,-23.542,-23.66,1.2,Netherlands
Party for the Animals,2006,SIP,1.151,62.025,1.496,1,1.829,4.373,3.36,1.829,Netherlands
Party for the Animals,2010,SIP,0.295,62.112,3.471,1,1.3,2.363,3.36,1.3,Netherlands
Party for the Animals,2012,SIP,1.092,41.982,2.015,1,1.933,-6.465,3.36,1.933,Netherlands
Party for the Animals,2017,SIP,2.242,24.527,2.313,1,3.188,-18.851,3.36,3.188,Netherlands
Party of Freedom,2006,NAT,0.0,2.92,0.0,1,5.89,38.686,10.25,5.89,Netherlands
Party of Freedom,2010,NAT,1.18,4.13,3.392,1,15.45,13.274,10.25,15.45,Netherlands
Party of Freedom,2012,NAT,0.108,2.05,0.863,1,10.083,15.642,10.25,10.083,Netherlands
Party of Freedom,2017,NAT,0.0,0.0,0.0,1,13.056,20.0,10.25,13.056,Netherlands
People’s Party for Freedom and Democracy,1948,LIB,4.0,0.0,16.0,1,7.945,20.0,4.61,7.945,Netherlands
People’s Party for Freedom and Democracy,1952,LIB,3.8,0.0,9.6,1,8.827999999999998,32.6,4.61,8.827999999999998,Netherlands
People’s Party for Freedom and Democracy,1956,LIB,2.7,0.0,3.8,1,8.774000000000001,10.4,4.61,8.774000000000001,Netherlands
People’s Party for Freedom and Democracy,1959,LIB,0.9,0.0,6.4,1,12.212,17.4,4.61,12.212,Netherlands
People’s Party for Freedom and Democracy,1963,LIB,4.9,1.6,4.7,1,10.287,9.7,4.61,10.287,Netherlands
People’s Party for Freedom and Democracy,1967,LIB,5.8,0.9,2.9,1,10.733,10.3,4.61,10.733,Netherlands
People’s Party for Freedom and Democracy,1971,LIB,6.0,3.2,3.8,1,10.341,-1.8,4.61,10.341,Netherlands
People’s Party for Freedom and Democracy,1972,LIB,0.0,3.3,1.6,1,14.449000000000002,21.3,4.61,14.449000000000002,Netherlands
People’s Party for Freedom and Democracy,1977,LIB,3.1,3.1,2.7,1,17.945999999999994,13.4,4.61,17.945999999999994,Netherlands
People’s Party for Freedom and Democracy,1981,LIB,2.9,4.0,3.4,1,17.320999999999998,7.600000000000001,4.61,17.320999999999998,Netherlands
People’s Party for Freedom and Democracy,1982,LIB,1.3,2.5,5.100000000000001,1,23.077,21.0,4.61,23.077,Netherlands
People’s Party for Freedom and Democracy,1986,LIB,3.2,7.9,3.4,1,17.410999999999998,6.600000000000001,4.61,17.410999999999998,Netherlands
People’s Party for Freedom and Democracy,1989,LIB,3.8,9.6,3.1,1,14.566,4.5,4.61,14.566,Netherlands
People’s Party for Freedom and Democracy,1994,LIB,0.546,3.279,0.911,1,19.956,15.118,4.61,19.956,Netherlands
People’s Party for Freedom and Democracy,1998,LIB,3.301,4.792,1.491,1,24.69,7.242000000000001,4.61,24.69,Netherlands
People’s Party for Freedom and Democracy,2002,LIB,2.319,2.019,1.346,1,15.44,18.923,4.61,15.44,Netherlands
People’s Party for Freedom and Democracy,2003,LIB,0.493,1.97,0.985,1,17.95,28.079,4.61,17.95,Netherlands
People’s Party for Freedom and Democracy,2006,LIB,2.947,2.762,2.394,1,14.67,20.81,4.61,14.67,Netherlands
People’s Party for Freedom and Democracy,2010,LIB,2.037,1.971,3.614,1,20.47,19.382,4.61,20.47,Netherlands
People’s Party for Freedom and Democracy,2012,LIB,1.163,0.931,2.443,1,26.58,22.629,4.61,26.58,Netherlands
People’s Party for Freedom and Democracy,2017,LIB,2.952,4.516,2.169,1,21.285,10.953,4.61,21.285,Netherlands
Radical Political Party,1971,SOC,0.7000000000000001,5.0,15.7,1,1.837,-36.3,-14.0,1.837,Netherlands
Radical Political Party,1972,SOC,3.1,9.2,9.3,1,4.799,-44.5,-14.0,4.799,Netherlands
Radical Political Party,1977,SOC,2.3,13.5,6.5,1,1.694,-42.4,-14.0,1.694,Netherlands
Radical Political Party,1981,SOC,1.15,7.7,9.6,1,1.968,-25.2,-14.0,1.968,Netherlands
Radical Political Party,1982,SOC,0.0,1.9,12.7,1,1.6569999999999998,-8.0,-14.0,1.6569999999999998,Netherlands
Radical Political Party,1986,SOC,3.4,5.4,8.0,1,1.256,-12.9,-14.0,1.256,Netherlands
Reformatory Political Federation,1981,CHR,2.079,5.081,0.6930000000000001,1,1.247,37.644,6.13,1.247,Netherlands
Reformatory Political Federation,1982,CHR,2.079,5.081,0.6930000000000001,1,1.508,37.644,6.13,1.508,Netherlands
Reformatory Political Federation,1989,CHR,1.392,16.227,5.2810000000000015,1,0.961,17.811,6.13,0.961,Netherlands
Reformatory Political Federation,1994,CHR,2.0580000000000003,15.14,4.851,1,1.8,24.89,6.13,1.8,Netherlands
Reformatory Political Federation,1998,CHR,1.877,8.244,1.408,1,2.028,24.598000000000006,6.13,2.028,Netherlands
Reformed Political League,1982,CHR,1.844,4.121,1.6269999999999998,1,0.8150000000000001,24.62,6.13,0.8150000000000001,Netherlands
Reformed Political League,1989,CHR,2.055,9.115,4.7360000000000015,1,1.236,28.686,6.13,1.236,Netherlands
Reformed Political League,1994,CHR,2.144,9.187999999999999,3.292,1,1.3,24.426,6.13,1.3,Netherlands
Reformed Political League,1998,CHR,1.641,11.873,6.7570000000000014,1,1.2,13.803,6.13,1.2,Netherlands
Reformed Political Party,1946,SIP,0.0,0.0,4.0,1,2.138,56.0,3.36,2.138,Netherlands
Reformed Political Party,1948,SIP,0.0,1.754,3.509,1,2.371,54.386,3.36,2.371,Netherlands
Reformed Political Party,1982,SIP,0.795,2.517,3.576,1,1.902,29.801,3.36,1.902,Netherlands
Reformed Political Party,1986,SIP,0.809,4.449,0.0,1,1.739,31.951,3.36,1.739,Netherlands
Reformed Political Party,1989,SIP,0.597,11.666,3.039,1,1.873,34.021,3.36,1.873,Netherlands
Reformed Political Party,1994,SIP,0.524,7.853,5.759,1,1.729,28.796,3.36,1.729,Netherlands
Reformed Political Party,1998,SIP,1.296,8.664,3.158,1,1.781,26.559,3.36,1.781,Netherlands
Reformed Political Party,2002,SIP,1.371,7.372000000000001,4.962,1,1.7180000000000002,18.242,3.36,1.7180000000000002,Netherlands
Reformed Political Party,2006,SIP,0.183,2.5660000000000003,3.85,1,1.558,29.056,3.36,1.558,Netherlands
Reformed Political Party,2010,SIP,0.389,2.384,6.326000000000001,1,1.74,23.114,3.36,1.74,Netherlands
Reformed Political Party,2012,SIP,0.331,2.649,1.932,1,2.088,26.6,3.36,2.088,Netherlands
Reformed Political Party,2017,SIP,1.513,5.504,0.7140000000000001,1,2.082,24.706,3.36,2.082,Netherlands
Socialist Party,1994,LEF,0.0,7.7189999999999985,17.544,1,1.3219999999999998,-19.298,-23.66,1.3219999999999998,Netherlands
Socialist Party,1998,LEF,4.972,9.337,3.204,1,3.528,-18.177,-23.66,3.528,Netherlands
Socialist Party,2002,LEF,4.972,9.337,3.204,1,5.9,-18.177,-23.66,5.9,Netherlands
Socialist Party,2003,LEF,4.783,8.583,3.576,1,6.33,-16.942,-23.66,6.33,Netherlands
Socialist Party,2006,LEF,4.618,5.131,6.442,1,16.575,-8.951000000000002,-23.66,16.575,Netherlands
Socialist Party,2010,LEF,3.402,4.124,10.206,1,9.83,-13.093,-23.66,9.83,Netherlands
Socialist Party,2012,LEF,3.259,7.9529999999999985,6.519,1,9.654,-20.926,-23.66,9.654,Netherlands
Socialist Party,2017,LEF,4.0939999999999985,7.251,6.082000000000002,1,9.087,-23.041,-23.66,9.087,Netherlands
Union 55+,1994,SIP,0.0,2.62,8.734,1,0.9,5.24,3.36,0.9,Netherlands
